,0
34589,0
6736,0
111385,1
58617,0
80408,1
109762,1
89289,1
40461,0
30008,0
5428,0
62659,1
95185,1
40133,0
73378,1
103458,1
85297,1
19907,0
12017,0
46523,0
57142,0
100445,1
49114,0
103245,1
40592,0
23968,0
18551,1
53312,0
52269,0
18187,0
78906,1
75521,1
41994,0
27663,0
22107,0
103723,1
63870,1
87455,1
97888,1
66731,1
28948,0
109352,1
57777,0
95634,1
49769,0
5778,0
83854,1
95694,1
112860,1
45059,0
62046,1
25429,0
111357,1
57694,0
4456,0
107975,1
82185,1
88937,1
99402,1
6564,0
103940,1
57381,0
106773,1
13360,0
30059,1
67444,1
24956,1
57429,0
34692,0
110398,1
23136,0
2941,1
54945,0
29996,0
50702,0
32631,0
109900,1
1932,0
5987,0
39707,0
100278,1
111694,1
23754,0
47098,0
93889,1
49801,0
68560,1
13448,0
52093,0
49076,0
113226,1
32160,0
85021,1
2741,0
77474,1
67132,1
89612,1
49224,0
32470,0
74121,1
18184,0
97098,1
91268,1
107636,1
31804,0
25099,0
20955,0
40451,0
83209,1
94253,1
107802,1
93401,1
35526,0
64308,1
42962,0
64589,1
108048,1
76723,1
46513,0
76729,1
18946,0
1931,0
93417,1
93067,1
62429,1
69289,1
43892,0
72634,1
106299,1
113253,1
15855,0
76555,1
51127,0
37280,0
74825,1
72665,1
4784,1
83418,1
46615,0
88411,1
108194,1
95640,1
99982,1
80541,1
42441,0
26253,1
13068,0
34865,0
12914,1
59627,0
82180,1
104838,1
55371,0
31067,0
83446,1
5520,0
66680,1
5110,0
69595,1
18139,1
33144,0
90162,1
10680,0
78844,1
43247,0
88126,1
20887,0
102363,1
71383,1
113681,1
39803,0
50055,0
98598,1
91650,1
92478,1
50440,0
38380,0
21258,0
37417,0
21768,0
6796,0
99007,1
90909,1
25169,0
5214,0
71191,1
82795,1
5850,0
35493,0
53687,0
49704,0
56092,0
54658,0
66558,1
18956,0
35796,0
72837,1
96915,1
79369,1
78026,1
74708,1
6876,0
63384,1
61697,1
40113,0
56020,0
75360,1
40997,0
88616,1
54946,0
41411,0
62889,1
50828,0
41767,0
10748,0
10662,0
74643,1
77064,1
48482,0
82156,1
82664,1
49559,0
3431,0
113834,1
82434,1
47965,0
43278,0
3628,0
51634,0
3707,0
17314,1
15186,0
29859,1
40917,0
15115,0
80362,1
23578,0
103032,1
8990,0
23763,0
24094,0
91299,1
94112,1
105654,1
31199,0
3424,0
14166,0
45288,0
52287,0
34771,0
51245,0
111121,1
76979,1
33845,0
60479,0
17739,0
2456,0
80374,1
81319,1
85326,1
112014,1
102554,1
28745,0
100315,1
66984,1
106654,1
113264,1
42627,0
11426,0
61561,1
41390,0
88144,1
105134,1
81176,1
19316,0
106432,1
5347,0
6489,0
70408,1
108459,1
108217,1
60677,0
58412,0
29992,0
50636,0
16726,0
7764,0
35637,0
58961,0
17571,0
726,0
27088,0
106829,1
95159,1
2332,0
22412,0
106348,1
86495,1
81066,1
52584,0
41980,0
43195,0
40836,0
2558,0
61725,1
6970,0
94498,1
12556,0
52062,0
60277,0
32439,0
71508,1
27723,0
88111,1
82821,1
13930,1
76241,1
73612,1
89988,1
92164,1
107182,1
4521,0
90013,1
15370,0
79020,1
62517,1
42791,0
5443,0
61540,1
1929,1
43946,0
31769,0
58873,0
50773,0
111801,1
68545,1
67407,1
73078,1
102883,1
53431,0
59693,0
90117,1
80313,1
9279,0
20753,0
33990,0
8821,0
534,0
43714,0
51739,0
18032,0
94966,1
9902,0
58955,0
8818,0
97073,1
93563,1
91991,1
30993,0
38243,0
93823,1
81465,1
60008,0
90969,1
26872,0
112885,1
12072,0
48876,0
8684,0
40265,0
43018,0
48095,0
37244,0
79242,1
109410,1
9722,0
22294,0
61574,1
112485,1
111182,1
111860,1
108924,1
103324,1
69723,1
63561,1
40297,0
3164,1
96750,1
111402,1
66922,1
90420,1
59813,0
55170,0
75385,1
96175,1
109164,1
88917,1
100514,1
69111,1
72105,1
73370,1
41642,0
23710,0
92466,1
53132,0
50185,0
33125,0
20178,0
42075,0
23061,0
100708,1
52078,0
110302,1
70597,1
79768,1
105705,1
45039,0
13548,0
41396,0
70112,1
33729,0
5986,0
81133,1
78626,1
18561,0
113848,1
22166,0
84798,1
10286,1
77028,1
71717,1
84877,1
62683,1
109367,1
62039,1
77008,1
84794,1
19457,0
60692,0
15728,0
97573,1
68226,1
55358,0
67880,1
43568,0
112455,1
5991,0
38911,0
19970,0
4434,0
1003,0
57370,0
35566,0
113983,1
22857,0
3023,0
7196,0
61333,1
97276,1
79977,1
3237,0
2552,0
111378,1
50000,0
90208,1
100198,1
47645,0
254,0
59820,0
62607,1
31488,0
47905,0
3446,0
33017,0
6610,0
68128,1
104980,1
61610,1
100487,1
20629,0
46377,0
31948,0
52179,0
103838,1
109505,1
7717,0
13093,0
75439,1
33343,0
35949,0
78632,1
54912,0
102509,1
78447,1
85948,1
33790,0
40795,0
81470,1
91136,1
74401,1
86161,1
66574,1
104422,1
104263,1
65864,1
110150,1
38148,0
18637,0
45084,0
29179,0
2902,0
42895,0
43430,0
92113,1
19522,0
78036,1
75542,1
74147,1
64520,1
46262,0
112768,1
76383,1
61913,1
17668,0
101660,1
77745,1
107312,1
2615,0
27008,0
80539,1
40327,0
6193,0
8927,0
9033,0
56563,0
87566,1
7685,0
20572,0
83709,1
48706,0
101868,1
49677,0
55629,0
9018,0
13831,0
15070,0
109265,1
85495,1
60693,0
84422,1
18834,0
13116,1
92240,1
110414,1
88101,1
41912,0
108951,1
82128,1
13363,0
74585,1
18300,0
61150,0
66860,1
41488,0
75548,1
44570,0
4779,0
104036,1
52383,0
46204,0
95882,1
16392,1
81781,1
23170,0
47750,0
91272,1
69763,1
34779,0
19657,0
79302,1
4741,0
43507,0
89073,1
40486,0
38302,0
101927,1
38343,0
52094,0
29254,0
1752,1
30194,0
18486,0
19919,0
73658,1
94761,1
69774,1
110678,1
42859,0
36009,0
22560,0
33061,0
18205,1
92792,1
27766,0
94519,1
103204,1
39165,0
86139,1
48147,0
59017,0
22996,0
92426,1
108626,1
52427,0
47483,0
13013,0
31028,0
110109,1
54420,0
87072,1
43713,0
12401,0
15019,0
34470,0
98928,1
107521,1
87655,1
11260,0
19688,1
29997,0
17159,1
7341,0
21089,0
12443,0
31559,0
67523,1
78800,1
114032,1
87482,1
33359,0
5779,0
4797,0
36824,0
86130,1
60014,0
86627,1
9587,0
20390,0
35202,0
49564,0
64613,1
81460,1
94544,1
28149,0
90971,1
27407,0
108620,1
53723,0
68142,1
7838,0
110147,1
58966,0
113019,1
108368,1
55987,0
59605,0
13046,0
14957,0
36618,0
9174,0
53713,0
15799,0
23523,0
99796,1
11708,0
100567,1
25831,0
34776,0
61721,1
58607,0
18705,0
35540,0
18670,0
84858,1
7326,0
37192,0
40614,0
33916,0
60691,0
22786,0
98619,1
17592,1
9538,1
88165,1
36947,0
31334,0
103235,1
13967,1
74731,1
39713,0
100282,1
86860,1
96057,1
50957,0
73306,1
12703,0
35281,0
95661,1
105466,1
43570,0
45390,0
87986,1
48436,0
26345,0
81220,1
37385,0
30345,0
6912,0
22433,0
43581,0
91785,1
19761,0
8701,0
15507,0
62006,1
9534,1
13341,0
60341,0
7956,1
14755,0
34927,0
25399,0
15320,0
101654,1
106598,1
65946,1
19163,0
99550,1
67926,1
101143,1
15946,0
88342,1
69028,1
26818,0
89637,1
100554,1
93999,1
65695,1
1490,0
18585,0
8087,0
40315,0
83688,1
67554,1
39703,0
94071,1
93754,1
60525,0
62621,1
94907,1
80632,1
59545,0
33032,0
90302,1
48339,0
4179,0
26500,0
100020,1
59457,0
49391,0
32921,0
58744,0
20876,0
45694,0
85472,1
30227,0
96084,1
785,0
14272,0
1317,0
76625,1
105420,1
19780,1
104784,1
80490,1
54812,0
676,0
5190,0
84582,1
90330,1
51523,0
63674,1
29454,0
42973,0
92549,1
25136,0
51604,0
110992,1
90114,1
27522,0
81481,1
85065,1
105542,1
11111,0
88725,1
35560,0
37176,0
61462,1
77763,1
105238,1
49659,0
51575,0
91353,1
61772,1
70160,1
93133,1
87000,1
11971,0
121,0
18018,0
71486,1
92998,1
33580,0
19743,1
84894,1
102027,1
6067,0
1797,1
47072,0
58510,0
107353,1
79528,1
17956,0
114038,1
50728,0
18803,0
83433,1
30966,0
71426,1
20855,0
42255,0
30018,0
29369,0
18709,1
30037,0
74819,1
24396,1
80282,1
112317,1
103645,1
85650,1
53175,0
95520,1
48880,0
25358,0
76092,1
85860,1
106893,1
66834,1
61007,0
107344,1
107449,1
40784,0
84925,1
113211,1
23039,0
32552,0
102051,1
41447,0
77129,1
84216,1
104052,1
60318,0
108395,1
47045,0
106106,1
34733,0
10407,0
77526,1
113675,1
20871,0
94007,1
60932,0
20272,0
95994,1
9206,0
45486,0
109528,1
33961,0
38082,0
98038,1
99989,1
71964,1
89367,1
59852,0
1745,0
68287,1
107438,1
30432,0
24594,0
34808,0
5376,0
10940,0
61330,1
56832,0
31503,0
112609,1
49683,0
32615,0
93324,1
93707,1
85956,1
4221,0
76504,1
92978,1
32023,0
1311,1
100979,1
89715,1
83696,1
8568,1
17731,1
65364,1
60697,0
8734,0
111278,1
28933,0
108461,1
10266,0
46218,0
59548,0
11840,0
71017,1
90250,1
39303,0
45182,0
14025,0
13443,0
17307,0
36863,0
85899,1
10600,0
44864,0
54510,0
22329,0
17755,1
109031,1
45479,0
96226,1
2810,0
14665,0
73566,1
63906,1
19660,0
102231,1
1131,0
111826,1
34881,0
56155,0
29650,0
73945,1
73129,1
30896,0
35386,0
47677,0
13864,0
35766,0
26831,1
88887,1
113440,1
83590,1
72753,1
59021,0
16080,0
13509,0
111094,1
18504,0
93763,1
73778,1
113461,1
20153,0
57408,0
32979,0
96477,1
5935,0
105042,1
112461,1
35690,0
46656,0
91018,1
83746,1
29322,0
11778,0
524,0
45793,0
89411,1
16563,0
57078,0
113974,1
35254,0
30134,0
68684,1
97628,1
56886,0
106748,1
100213,1
56217,0
40736,0
81863,1
80457,1
69000,1
94083,1
70827,1
54652,0
39446,0
64145,1
42674,0
80006,1
6014,0
7077,0
49272,0
99004,1
317,0
43080,0
18728,1
34403,0
85998,1
78250,1
111400,1
52927,0
112515,1
19386,0
42060,0
13103,0
110870,1
37682,0
75200,1
111384,1
23156,0
61791,1
23437,0
26579,0
43707,0
32331,0
63661,1
93903,1
31307,1
14335,0
109122,1
98531,1
73731,1
21810,0
26164,0
83073,1
84164,1
110193,1
41950,0
31089,0
99998,1
57204,0
51203,0
34433,0
36960,0
46209,0
39125,0
69783,1
98512,1
68752,1
21830,0
54522,0
2804,0
5826,0
105658,1
33527,0
87962,1
46524,0
108482,1
41552,0
75605,1
66270,1
64533,1
44018,0
101235,1
91845,1
61087,0
79153,1
13436,0
18501,0
68488,1
51469,0
91080,1
15199,0
21874,0
41182,0
63934,1
6097,1
52406,0
39222,0
16341,0
73488,1
30840,0
48487,0
33063,0
60712,0
9501,0
58320,0
17242,0
107305,1
111566,1
3476,0
40496,0
7827,0
93147,1
11761,0
3434,0
55697,0
80152,1
35409,0
113243,1
60018,0
43344,0
64767,1
46020,0
20662,0
9810,0
8019,0
63047,1
42466,0
64960,1
11909,0
56210,0
107693,1
49638,0
64746,1
75818,1
75123,1
1887,0
105594,1
58649,0
92436,1
47598,0
89145,1
68117,1
102103,1
105318,1
13608,0
30424,0
4751,0
9522,0
59498,0
37522,0
111633,1
47718,0
112738,1
89143,1
94251,1
49993,0
74198,1
50498,0
55756,0
7666,0
11385,0
16154,0
108942,1
8375,1
13580,0
81484,1
110871,1
3608,0
29573,0
17068,0
76725,1
68176,1
72454,1
52456,0
2772,0
113587,1
71432,1
54647,0
65437,1
71116,1
58956,0
14811,0
30,0
52881,0
71180,1
108757,1
79907,1
22298,0
93776,1
2457,0
67351,1
9126,0
35960,0
109217,1
56278,0
53934,0
104194,1
65878,1
107295,1
70446,1
37437,0
48111,0
7634,1
42989,0
95546,1
68270,1
113793,1
51910,0
69427,1
89116,1
34585,0
50397,0
103971,1
5562,0
70348,1
15798,0
17763,0
77672,1
82666,1
27194,1
7113,0
48221,0
901,0
36743,0
55561,0
47620,0
39848,0
71082,1
110041,1
29643,0
56669,0
87255,1
7503,0
4520,0
74912,1
63090,1
11033,0
81125,1
45465,0
104122,1
68967,1
95704,1
109244,1
91887,1
38661,0
110459,1
37562,0
62077,1
71754,1
25892,0
94944,1
66812,1
50856,0
78115,1
65285,1
100541,1
74490,1
71008,1
82171,1
25050,0
19400,0
66132,1
26790,1
66448,1
3879,0
16593,1
47231,0
48067,0
70778,1
93701,1
36021,0
80565,1
60436,0
69175,1
107151,1
100483,1
22336,0
110029,1
89138,1
61788,1
23586,0
40190,0
27835,0
84484,1
113362,1
49850,0
37662,0
12696,0
40785,0
46332,0
2963,0
47346,0
100547,1
2324,0
12257,0
62935,1
13246,0
19458,0
51248,0
57546,0
61084,0
45371,0
99529,1
12614,1
19847,0
68890,1
113021,1
65881,1
4730,0
80016,1
57437,0
28331,0
17642,0
112136,1
9983,0
112921,1
102708,1
590,0
34507,0
4876,0
84516,1
10440,0
32114,0
69543,1
8811,0
39493,0
90075,1
2610,0
40916,0
66977,1
103421,1
12645,0
25439,0
10385,1
22424,0
89685,1
11533,0
29495,0
74945,1
99507,1
6908,0
56517,0
35090,0
51686,0
66700,1
86446,1
64252,1
38535,0
21282,0
26219,0
70954,1
50766,0
19547,0
6670,1
110539,1
19346,0
85439,1
110661,1
83151,1
71232,1
64371,1
34067,0
87191,1
7258,0
95631,1
77748,1
5720,0
64396,1
45364,0
99752,1
8541,0
3480,0
53688,0
72956,1
14908,0
2690,1
36802,0
97897,1
113099,1
61232,0
2562,0
80763,1
41158,0
176,0
73198,1
97017,1
5141,0
5773,1
34501,0
56660,0
56499,0
57891,0
10849,0
28901,1
42886,0
77061,1
95332,1
60560,0
95541,1
104619,1
72831,1
101717,1
31365,0
83797,1
112902,1
56417,0
13804,0
60862,0
46908,0
102804,1
88197,1
43048,0
19609,0
36159,0
51152,0
49210,0
61201,0
28189,0
10091,1
45785,0
99675,1
34717,0
17000,0
59886,0
73004,1
38033,0
79462,1
90858,1
19210,0
17233,0
88783,1
12420,1
70127,1
96313,1
16268,0
20188,0
97032,1
13762,1
86635,1
112522,1
45978,0
357,0
50059,0
86180,1
89400,1
108470,1
112949,1
75693,1
69316,1
21381,0
26056,0
46577,0
107719,1
81480,1
39969,0
103696,1
22573,0
7483,0
76919,1
34357,0
69769,1
68197,1
50480,0
12803,0
18312,0
28753,0
103437,1
49372,0
99868,1
36039,0
29523,0
27186,0
26406,0
52812,0
107407,1
99553,1
18534,0
25167,0
62824,1
8119,0
57189,0
59528,0
78405,1
601,0
83888,1
17935,0
84578,1
111065,1
84207,1
59091,0
22361,1
21812,0
80148,1
12343,0
94231,1
73586,1
58068,0
11030,0
93771,1
86172,1
17733,0
957,0
55751,0
22820,0
83329,1
42422,0
22012,1
42884,0
82319,1
87353,1
78176,1
30917,0
49981,0
98887,1
3462,0
40977,0
92007,1
110873,1
46968,0
89517,1
89758,1
18333,0
86048,1
28759,0
21451,0
20937,0
83894,1
31943,0
7478,0
11914,0
199,0
11683,0
47886,0
104298,1
2992,0
28829,0
252,1
93374,1
75286,1
91593,1
36303,0
39903,0
21126,0
96101,1
112509,1
28556,0
60934,0
100370,1
26020,0
81013,1
98330,1
70730,1
68473,1
97525,1
7831,0
6749,1
45665,0
64693,1
100746,1
75434,1
52623,0
62478,1
91329,1
3627,0
61951,1
61941,1
370,0
31444,0
83657,1
71912,1
107757,1
79594,1
6215,1
88382,1
86598,1
110419,1
111501,1
29993,0
69666,1
60070,0
44209,0
110322,1
66223,1
63264,1
61135,0
56978,0
110829,1
44894,0
111268,1
87542,1
70068,1
51072,0
109887,1
29080,0
67794,1
44902,0
1065,0
27860,0
61376,1
65021,1
17360,0
39249,0
71936,1
69108,1
94738,1
50513,0
75700,1
65233,1
11421,0
102155,1
12211,0
113688,1
30293,0
101275,1
54041,0
54344,0
73594,1
5188,0
10690,0
49733,0
91804,1
101777,1
43738,0
3909,0
81449,1
74497,1
5545,0
92262,1
19110,0
42525,0
109154,1
19035,0
39140,0
71472,1
64788,1
48518,0
15630,1
88324,1
45472,0
37235,0
102252,1
39490,0
113136,1
63890,1
29445,0
72707,1
78027,1
29840,0
56412,0
64937,1
22983,0
4167,1
91730,1
107212,1
67753,1
25433,0
86073,1
5395,0
14915,0
96923,1
8993,0
111532,1
17593,0
65531,1
108318,1
59026,0
38679,0
39004,0
29399,0
7220,0
70258,1
39338,0
45908,0
80404,1
50509,0
40754,0
67702,1
98534,1
87188,1
62425,1
24697,1
93089,1
89874,1
51218,0
94488,1
61532,1
38945,0
74750,1
84963,1
14329,0
53853,0
88132,1
61809,1
49602,0
56233,0
87307,1
94286,1
47824,0
83555,1
23292,0
31764,0
89061,1
16499,0
60023,0
26143,0
34351,0
30995,0
86878,1
38842,0
23033,1
86576,1
548,0
7749,0
92997,1
64214,1
37464,0
39242,0
91903,1
51283,0
65135,1
27993,0
15103,0
77771,1
111483,1
87595,1
33953,0
13323,0
4958,0
45484,0
3008,0
66561,1
85020,1
31729,0
101516,1
10316,0
94874,1
53954,0
100162,1
20530,0
86941,1
929,0
74862,1
31335,0
17792,1
24706,0
89235,1
18948,0
33118,0
77472,1
62136,1
109968,1
70277,1
70992,1
83539,1
20431,1
108676,1
66072,1
16457,0
85585,1
78436,1
62694,1
13258,0
76839,1
44541,0
10031,0
30255,0
32633,0
33248,0
70933,1
27031,0
112695,1
34286,0
13944,0
36070,0
19084,0
4274,0
6378,0
101215,1
61780,1
69890,1
83881,1
41383,0
83005,1
10432,0
96284,1
25091,0
96530,1
34949,0
19630,1
10367,0
72262,1
37315,0
110709,1
31436,0
53403,0
21881,0
96992,1
97021,1
55871,0
60830,0
106827,1
31998,0
106181,1
6454,0
66648,1
95968,1
11827,0
7216,0
2036,0
45400,0
24551,0
79553,1
62292,1
63208,1
83011,1
8337,0
4472,0
50982,0
26937,0
84324,1
101145,1
50810,0
41551,0
45798,0
65015,1
91610,1
21108,0
72203,1
64332,1
90219,1
103662,1
17736,0
89377,1
70850,1
64367,1
52595,0
78746,1
9266,0
38216,0
47697,0
29128,0
31438,0
41305,0
5406,0
12399,0
37326,0
74738,1
97307,1
45971,0
27883,0
714,0
47661,0
12306,0
28593,0
1601,0
101463,1
89269,1
60621,0
68453,1
78029,1
89841,1
83536,1
12294,1
85858,1
22669,0
34587,0
35945,0
59994,0
94201,1
41827,0
57393,0
94858,1
96113,1
98020,1
74991,1
41433,0
74063,1
14139,0
95867,1
16235,0
36838,0
40946,0
42680,0
41101,0
111563,1
78908,1
16525,0
56194,0
45501,0
83779,1
88316,1
64784,1
58472,0
4470,0
32469,0
43231,0
92044,1
99433,1
112433,1
84028,1
55521,0
35561,0
67324,1
99118,1
104834,1
30728,1
84031,1
14265,0
74847,1
81110,1
14892,0
60405,0
4515,1
70226,1
20283,0
23341,0
82743,1
65981,1
6220,0
76043,1
1041,0
11955,0
37973,0
40664,0
111971,1
95974,1
72544,1
72339,1
22787,0
87298,1
15415,0
89294,1
32922,0
67636,1
113747,1
64454,1
16040,0
31166,0
44143,0
110203,1
74403,1
3515,0
44759,0
80792,1
52407,0
54948,0
83531,1
46284,0
81819,1
71043,1
4479,0
99282,1
85515,1
68589,1
67897,1
16469,0
61833,1
51717,0
77072,1
52811,0
113074,1
53210,0
104836,1
39299,0
112884,1
88207,1
33900,0
33153,0
14422,0
76792,1
33089,0
28778,0
94801,1
98998,1
26514,0
75009,1
47861,0
30806,0
107028,1
28812,0
26952,0
37519,0
50634,0
36184,0
13111,0
15878,0
36930,0
5512,0
110019,1
59382,0
373,0
49551,0
37577,0
78755,1
32624,0
106779,1
3173,0
14471,0
43787,0
54192,0
18570,0
64342,1
105018,1
39091,0
19297,0
92563,1
87665,1
107441,1
18905,1
109647,1
59622,0
71313,1
68056,1
78985,1
79182,1
65087,1
97424,1
44118,0
108543,1
91391,1
83359,1
65228,1
82178,1
27106,0
71250,1
37227,0
17899,0
27139,0
86505,1
9408,1
7682,0
88313,1
76885,1
61024,0
13802,1
37180,0
32328,0
71030,1
64230,1
111564,1
6296,0
15599,0
68458,1
64166,1
79055,1
91911,1
79049,1
60989,0
17740,0
27130,0
104581,1
20457,0
63369,1
58053,0
112932,1
102623,1
52000,0
36384,0
12561,0
32218,0
87669,1
103929,1
110557,1
113925,1
21448,0
72861,1
45888,0
16788,0
12685,0
107339,1
17990,1
43273,0
48689,0
68614,1
61695,1
37685,0
46638,0
60409,0
26597,0
21625,0
77328,1
36320,0
52416,0
24055,1
45322,0
13452,1
37093,0
14697,0
96551,1
74143,1
5324,0
99326,1
23058,0
76334,1
106014,1
83794,1
45968,0
10625,0
50496,0
100090,1
45692,0
39042,0
71468,1
23682,0
110941,1
106501,1
993,1
111626,1
14376,0
108153,1
40710,0
73683,1
73385,1
10595,1
52574,0
23397,0
5726,0
25567,0
43456,0
80221,1
54321,0
88681,1
82010,1
45492,0
46166,0
110327,1
28604,0
92424,1
645,0
33417,0
27923,0
10267,1
75416,1
13995,0
48445,0
72568,1
35947,0
47845,0
6528,1
103151,1
27756,0
49418,0
58366,0
40321,0
60886,0
65394,1
70234,1
28889,0
73484,1
6819,0
13897,0
20911,0
4939,1
2655,0
5788,0
103535,1
60776,0
44633,0
14155,0
28920,0
17445,0
17644,0
54124,0
68634,1
212,1
13720,0
86972,1
25097,0
34673,0
47773,0
76977,1
90415,1
12029,0
15920,0
12591,0
21156,1
57475,0
22665,1
91090,1
68837,1
75811,1
16629,0
42250,0
68233,1
82620,1
40994,0
67424,1
31303,1
78738,1
74287,1
444,1
104365,1
82731,1
4892,0
106865,1
86722,1
109383,1
42748,0
111172,1
72923,1
93307,1
17059,1
113522,1
50537,0
106373,1
69280,1
33273,0
44243,0
31228,0
75128,1
59819,0
51693,0
102536,1
2524,0
104034,1
81328,1
93807,1
73358,1
92820,1
75445,1
18575,0
73894,1
25720,0
9343,0
97372,1
61403,1
30077,0
8110,0
81466,1
84113,1
83723,1
39705,0
11779,0
6438,1
82345,1
50345,0
12899,0
16170,0
78736,1
61157,0
87266,1
71634,1
3593,0
76851,1
41231,0
110818,1
79954,1
41079,0
18496,0
54318,0
75045,1
102461,1
85745,1
81644,1
26590,1
45446,0
38771,0
39260,0
43601,0
53597,0
17213,0
36045,0
6621,0
43266,0
45714,0
48488,0
18508,0
101417,1
20396,0
23082,0
46192,0
48032,0
19422,0
25753,0
48188,0
112209,1
111258,1
102792,1
96685,1
106698,1
67002,1
10175,0
46652,0
54543,0
64055,1
13656,1
106407,1
18621,0
67139,1
30691,1
8064,0
75072,1
76765,1
36460,0
14663,0
32415,0
88981,1
86982,1
94235,1
65421,1
29275,0
61400,1
104649,1
58290,0
6137,1
62608,1
38285,0
87342,1
105921,1
80815,1
68766,1
108218,1
48667,0
48728,0
102725,1
38590,0
39418,0
12811,0
18449,0
100293,1
29706,0
1152,0
40376,0
82977,1
39719,0
14980,0
112936,1
108539,1
67730,1
69354,1
3952,0
73161,1
106803,1
96186,1
72687,1
81842,1
27267,0
103152,1
57713,0
44442,0
57203,0
50871,0
53487,0
18868,0
55710,0
38544,0
95986,1
3043,0
25927,0
69907,1
90613,1
16520,0
69036,1
46731,0
82746,1
80267,1
32045,0
38933,0
54606,0
19486,0
88908,1
82800,1
38134,0
37117,0
63546,1
40002,0
94352,1
17201,1
92669,1
16340,0
7482,0
62075,1
108717,1
28152,0
78130,1
33694,0
26513,0
3465,0
81263,1
57883,0
109307,1
13180,0
102986,1
47251,0
72599,1
76941,1
51699,0
106298,1
25063,0
57004,0
40304,0
77017,1
87033,1
15971,0
22368,0
18103,0
56681,0
6340,0
59147,0
105489,1
89654,1
59854,0
52267,0
101808,1
44551,0
10236,0
89512,1
46040,0
20372,0
54907,0
15743,1
60975,0
11401,0
67577,1
101828,1
20518,0
96606,1
19080,0
8929,0
791,0
19582,0
102348,1
40968,0
23413,1
34645,0
64046,1
42800,0
28468,0
71493,1
35646,0
76351,1
112843,1
89958,1
93042,1
26393,1
68852,1
32295,0
19229,1
92109,1
29370,1
113787,1
58601,0
100921,1
94697,1
93464,1
78066,1
102983,1
40006,0
69034,1
107207,1
100686,1
77936,1
102331,1
39792,0
93502,1
20569,0
58708,0
83606,1
54479,0
109555,1
67786,1
50882,0
40801,0
102467,1
5892,0
52373,0
77047,1
36833,0
106115,1
106620,1
104490,1
86571,1
60771,0
25976,1
2229,0
46617,0
69173,1
113769,1
99212,1
104869,1
109581,1
12920,1
40531,0
44768,0
70631,1
112414,1
12637,0
23012,0
95711,1
5822,0
48898,0
55183,0
97216,1
7308,1
98858,1
113141,1
10436,0
62863,1
78214,1
71077,1
37031,0
105457,1
81338,1
81744,1
76562,1
29435,0
69717,1
43167,0
33947,0
72510,1
12351,0
39345,0
107434,1
12468,0
107486,1
78216,1
111560,1
57051,0
62379,1
6700,0
12200,0
5803,0
78618,1
55367,0
17894,0
47963,0
22260,0
2503,0
40651,0
46827,0
49159,0
68808,1
63475,1
81289,1
107105,1
35368,0
51707,0
74309,1
53575,0
95744,1
102010,1
96169,1
26129,1
110495,1
97709,1
34134,0
74886,1
40889,0
47896,0
74965,1
5026,0
62886,1
41973,0
111422,1
52788,0
35315,0
15015,0
67071,1
42151,0
2857,0
101764,1
58480,0
58813,0
21529,0
73051,1
59509,0
94759,1
110429,1
113146,1
98501,1
93343,1
51725,0
70441,1
61566,1
62113,1
22722,0
83829,1
88052,1
47979,0
51761,0
62808,1
32202,0
29180,0
36592,0
69242,1
8615,0
60874,0
95763,1
33828,0
11781,0
65967,1
38263,0
56759,0
37969,0
73832,1
53605,0
46900,0
39988,0
34389,0
112588,1
111304,1
25642,0
101181,1
58077,0
46199,0
20790,0
98547,1
11220,0
95324,1
66735,1
109110,1
109200,1
57105,0
54060,0
72641,1
96394,1
15558,0
70368,1
68430,1
9063,0
43833,0
24085,0
112682,1
34995,0
42306,0
11404,0
4775,1
82628,1
86397,1
28723,0
64681,1
59794,0
6101,0
113458,1
42380,0
61357,1
69071,1
78772,1
88565,1
86385,1
112260,1
46259,0
27799,0
71158,1
104495,1
27652,0
72542,1
37488,0
39104,0
12192,0
80559,1
41042,0
2288,0
106830,1
8703,1
87776,1
1565,0
86415,1
42475,0
48810,0
970,0
35159,0
98204,1
102952,1
29239,0
93937,1
73392,1
62821,1
45015,0
99949,1
13497,1
107968,1
81912,1
104557,1
61920,1
82675,1
76858,1
108848,1
474,0
1894,0
32208,0
100723,1
88987,1
32335,0
96807,1
4311,0
13073,0
583,0
68675,1
83095,1
9212,0
25281,0
10457,0
5686,0
32500,0
19124,0
17153,0
43529,0
90681,1
73619,1
105328,1
66402,1
63123,1
87132,1
71417,1
68565,1
82143,1
97562,1
62999,1
101747,1
41062,0
19801,0
101272,1
100705,1
82886,1
6053,0
111204,1
1679,0
36984,0
27487,1
98640,1
23339,0
72241,1
65601,1
59647,0
40255,0
112391,1
47841,0
50789,0
93396,1
90790,1
58423,0
97455,1
65997,1
89063,1
28740,0
63594,1
23483,0
62542,1
38718,0
47243,0
58596,0
101193,1
89087,1
6699,0
100804,1
62001,1
111867,1
74461,1
36957,0
89489,1
43522,0
111612,1
58199,0
37088,0
100791,1
36935,0
738,0
8977,0
55732,0
69355,1
112298,1
76722,1
1362,0
55232,0
81025,1
104404,1
11072,0
8048,0
13961,0
12942,0
114054,1
56443,0
110055,1
26171,1
107412,1
96950,1
111373,1
20653,0
60229,0
52704,0
82866,1
36429,0
98384,1
72487,1
89088,1
98062,1
96148,1
102640,1
47755,0
17339,0
108867,1
52113,0
79970,1
52070,0
3168,0
14179,0
99516,1
48412,0
88319,1
43310,0
107544,1
18942,0
79206,1
59888,0
